Frame,Fish_ID,X_center,Y_center
420,1951,1761.2212,427.63516
420,2178,443.11487,663.0537
420,2333,935.5128,669.5676
420,2339,133.23943,932.4186
421,1951,1760.064,491.8664
421,2333,936.3683,675.06525
421,2373,1345.3013,818.0015
421,2377,1426.8031,690.151
421,2339,143.41638,937.0758
422,1951,1756.0297,499.01343
422,2373,1344.8906,812.2183
422,2339,143.29124,935.9269
423,1951,1749.3613,553.6584
423,2373,1347.7665,803.36304
423,2333,942.27856,688.2057
424,1951,1752.9968,567.8274
424,2373,1349.5015,794.78503
424,2400,1460.2177,83.83751
424,2401,1782.9136,81.73986
424,2333,947.90955,700.6688
425,1951,1755.1394,574.3021
425,2373,1348.781,785.5405
425,2401,1780.5831,82.33927
425,2333,953.40186,709.517
425,2407,1770.4893,453.5968
425,2408,703.99854,894.8481
425,2178,426.10672,614.9132
426,1951,1754.3008,570.03906
426,2373,1349.13,778.8334
426,2401,1776.6936,85.6642
426,2333,957.2317,718.79333
426,2408,695.7914,902.21875
426,2178,416.23154,615.66956
426,2339,126.30104,936.8882
427,1951,1753.5164,601.384
427,2373,1348.9478,775.21765
427,2401,1772.3635,76.60506
427,2333,959.5145,726.78125
427,2408,693.5776,913.4264
427,2178,413.2885,604.8805
427,2339,116.43033,927.3881
427,2407,1763.0836,463.08044
428,1951,1747.2887,623.0142
428,2373,1351.5825,772.1985
428,2401,1768.5599,75.80818
428,2333,962.2049,735.2119
428,2408,693.3912,925.99963
428,2178,412.67474,600.124
428,2339,110.56795,951.3875
428,2444,407.42078,1045.676
428,2407,1768.1873,453.47913
429,1951,1740.6768,613.7118
429,2373,1351.6794,762.4252
429,2333,969.9518,742.20447
429,2178,406.7646,592.7653
429,2339,116.40596,959.15515
429,2444,412.36267,1049.2354
429,2452,1710.7944,803.4665
430,1951,1751.2119,615.4859
430,2373,1353.678,762.9807
430,2333,974.48615,745.60034
430,2178,404.70908,599.1533
430,2339,117.901695,966.62555
430,2444,415.65656,1048.9973
430,2452,1731.6168,801.2245
430,2462,1163.6753,831.61536
430,2401,1746.1714,63.670376
430,2408,690.2046,925.88446
430,2407,1761.4343,598.1133
431,1951,1757.4465,635.5377
431,2373,1357.3323,757.1127
431,2333,974.63135,753.26624
431,2339,116.649536,944.5199
431,2464,1486.2878,767.5058
431,2408,689.4031,939.45654
432,1951,1753.0559,630.20844
432,2373,1363.6394,754.6603
432,2333,973.26575,754.8561
432,2339,116.56597,943.93335
432,2464,1496.3855,767.28845
432,2408,688.4306,935.6622
432,2462,1181.3638,794.3131
433,1951,1745.3044,601.48676
433,2373,1369.0061,750.2189
433,2333,981.7472,767.5094
433,2339,116.03697,941.7307
433,2464,1498.2388,761.43774
433,2408,688.1843,943.7049
433,2477,1810.8285,583.0229
433,2321,1697.4321,865.3971
433,2297,513.35785,908.372
433,2280,315.07498,869.0572
433,2178,397.3534,590.2995
434,1951,1756.6909,693.6461
434,2373,1369.6707,732.4752
434,2333,991.2361,780.77136
434,2408,686.37537,946.5213
434,2478,1174.6686,859.4725
434,2178,378.1053,583.2528
434,1443,1753.3312,211.40704
435,1951,1746.8461,636.2974
435,2333,997.90674,785.60474
435,2408,684.1251,939.37427
435,2444,445.20148,1052.7522
435,2464,1506.3105,742.5375
436,1951,1748.8878,643.6147
436,2333,999.2446,794.4937
436,2408,682.495,936.59753
436,2489,308.78857,752.8867
436,2444,444.77356,1052.6531
437,1951,1747.8156,641.5922
437,2333,995.0432,803.83923
437,2498,39.139866,643.76697
438,1951,1744.0747,623.93
438,2333,989.78674,822.3364
438,2339,104.3742,964.121
438,2477,1806.7551,621.02014
438,2178,378.64395,554.9259
438,2408,686.42596,954.64624
438,2489,273.91815,712.44965
439,1951,1743.1562,618.0117
439,2513,836.28625,754.3607
439,2514,1710.0198,368.6856
439,2339,102.91735,969.93396
439,2477,1803.9648,620.8774
439,2373,1377.0234,729.9724
440,1951,1744.8403,619.898
440,2339,89.75289,970.44385
440,2373,1378.3875,731.4342
440,1596,1294.9851,242.01923
441,1951,1742.3782,626.6963
441,2339,82.457726,967.3974
441,2523,995.47974,886.4236
441,2489,380.38977,676.5055
442,2339,85.414505,970.69104
443,2339,86.42287,971.3639
443,2540,1776.8014,92.28021
443,2489,363.38177,686.5676
444,2339,97.84835,991.48096
444,2541,1332.137,136.84471
444,2325,683.6964,1029.4928
444,1951,1728.2173,630.2468
444,2523,993.59296,938.8317
445,2541,1323.1941,137.15024
445,2550,618.82745,828.25116
445,1951,1740.344,602.26953
445,2523,1002.78766,962.047
445,2514,1708.4025,447.85327
445,1596,1252.8918,280.7907
446,2541,1310.9001,140.35376
446,2550,615.5964,837.7862
446,1951,1733.2184,610.20264
446,2523,998.30994,982.3901
446,2557,262.02225,837.8415
447,2550,608.98035,858.3346
447,1951,1719.2842,609.5204
447,2523,1039.1406,985.4007
447,2557,252.4965,844.87
447,1596,1253.6058,290.4598
448,2550,605.495,878.8665
448,1951,1731.7101,610.79065
448,1596,1247.562,295.62753
448,2489,318.38675,704.4142
448,2541,1281.7129,144.41208
449,2550,597.96924,898.06415
449,1951,1735.6873,631.324
449,1596,1224.7319,303.0578
449,2570,521.1414,696.7771
449,2489,313.33203,715.9443
450,2550,593.9332,916.86206
450,1951,1740.4803,608.52
450,1596,1210.5762,306.3316
450,2489,308.93082,712.44507
450,2557,254.0981,866.1443
450,2541,1274.1699,153.9388
451,2550,589.16675,929.6866
451,1951,1747.8628,618.4751
451,2557,253.50343,869.10065
451,2541,1281.8718,174.53539
452,1951,1738.6594,598.4148
452,2557,246.6775,871.7723
453,1951,1730.9691,600.0547
453,2557,252.0138,850.06006
453,1596,1175.3594,314.71106
453,2541,1263.7229,185.33116
454,1951,1730.2847,611.96875
454,2557,274.98932,886.3172
455,1951,1730.8826,617.9997
455,2557,253.69621,859.65393
456,1951,1713.144,607.1902
456,2557,247.67662,863.9575
456,2591,1840.5278,81.63249
456,2541,1218.1001,190.20364
457,1951,1704.8331,610.5233
457,2557,242.21344,877.05566
457,2541,1223.2759,187.21494
458,1951,1685.9268,613.32965
458,2557,237.26225,887.67944
458,2514,1677.9788,476.85748
459,1951,1692.9985,618.23883
459,2557,234.09471,899.7987
460,1951,1705.3394,628.01794
460,2557,231.33098,903.83716
461,1951,1711.2571,633.6
461,2557,229.0956,907.48804
462,1951,1711.4202,637.30164
462,2557,232.1098,912.45105
462,2540,1786.0208,101.669014
463,1951,1712.3615,634.1144
463,2557,238.22797,953.02905
463,2609,1155.7063,319.9935
463,2540,1788.9207,101.21781
464,1951,1708.5364,627.37396
464,2557,241.8941,988.3362
464,2540,1784.601,101.67843
464,2615,433.9355,990.2517
465,1951,1706.385,632.39343
465,2280,241.60614,947.079
466,1951,1706.8495,632.137
466,2280,240.09273,933.8165
467,1951,1711.742,632.4951
467,2280,236.73419,926.8323
467,2540,1775.214,105.56421
468,1951,1711.8383,629.16516
468,2280,236.57062,923.7218
468,2540,1777.517,103.43699
469,1951,1710.0502,626.13635
469,2280,241.62375,934.54803
470,1951,1710.199,619.9275
470,2280,236.0916,942.6896
470,2540,1786.0889,101.079834
471,1951,1713.0854,601.64087
471,2280,252.18211,918.2976
471,2540,1785.6084,95.95365
472,1951,1711.9924,582.67706
472,2280,268.6172,902.6727
472,2540,1791.1245,93.56894
473,1951,1716.6355,593.72485
473,2280,280.29172,890.41455
473,2540,1793.8656,93.63003
473,2643,1707.7053,1030.7075
473,2609,1130.2665,350.06787
474,1951,1720.2429,632.37885
474,2280,299.71967,879.9891
474,2540,1796.7336,108.90029
475,1951,1719.4531,674.04504
475,2280,288.1181,887.17444
475,2540,1802.4331,104.38747
476,2280,271.4524,897.18225
476,2514,1713.0278,533.3067
477,2280,266.3881,899.71924
477,2667,160.46306,826.4634
477,2514,1687.4087,591.7053
477,2540,1803.5444,80.28164
478,2280,250.13043,921.9148
478,2514,1683.3081,617.2591
478,2670,1600.1458,886.55945
478,2540,1806.6699,69.2603
479,2280,254.48674,909.3727
479,2514,1686.3617,640.07776
479,2670,1598.3271,883.5648
479,2540,1808.1696,77.80957
479,2667,135.5598,799.60974
480,2280,241.95229,899.37787
480,2514,1685.0444,628.7129
480,2540,1809.0215,73.192894
480,2667,124.644745,778.7117
481,2280,246.22495,891.20166
481,2540,1808.8276,80.66169
481,2667,137.48328,762.97473
481,1951,1714.2009,658.8013
482,2280,233.8419,886.1777
482,2540,1807.5303,105.569305
482,1951,1707.8035,665.1779
482,2489,262.06,749.8273
483,1951,1706.1162,698.378
483,2693,1100.742,1013.4423
483,2489,256.1553,749.3961
484,2693,1104.2727,1009.0145
484,2699,322.1593,889.20264
484,2514,1670.0813,626.4719
484,2667,117.649025,745.6642
485,2699,338.40417,875.067
485,2514,1665.9138,618.53046
486,2699,343.1335,870.5697
486,2514,1638.8284,549.87616
486,2670,1588.6053,984.12036
486,2693,1102.8678,1002.9661
486,2667,120.64017,734.87573
487,2699,340.20023,867.5339
487,2514,1655.0305,514.1972
487,2709,1794.5087,974.1186
487,2710,1318.5986,1004.92395
487,2670,1586.9857,992.27625
487,2693,1100.4458,999.95483
487,2667,133.69246,747.0994
488,2699,313.27042,870.312
488,2514,1658.5178,568.8015
488,2710,1318.3555,1003.5167
488,2693,1097.541,999.6593
489,2699,305.67496,871.419
489,2514,1667.7861,580.6087
489,2693,1088.9492,997.72266
489,2723,1785.2848,288.05835
489,2667,122.58767,746.8778
490,2699,302.91455,867.631
490,2514,1666.224,590.2759
490,2693,1087.8035,998.73694
490,2710,1317.4866,996.6467
491,2699,294.38464,868.48047
491,2514,1675.1918,603.1948
491,2667,117.714264,742.77844
492,2699,284.23495,886.23096
492,2514,1680.4979,607.7131
492,2737,1198.5452,795.65
492,2741,617.96936,1039.4395
493,2699,280.9094,891.1049
493,2514,1678.1277,607.47656
493,2741,627.5464,1031.6212
494,2699,278.2951,880.444
494,2514,1674.3684,608.4414
494,2755,1077.5168,992.029
494,2723,1801.9115,273.89777
495,2699,272.1811,869.3186
495,2514,1672.9568,611.2741
495,2755,1076.779,989.1139
495,2723,1802.0334,260.61572
496,2699,261.75476,854.46716
496,2514,1674.5356,606.20355
496,2723,1803.1235,264.08792
496,2762,1329.5126,572.80493
497,2699,254.0473,846.35706
497,2514,1676.3093,596.81506
497,2723,1811.8368,259.981
497,2762,1332.6212,561.87445
497,2770,629.13654,740.21265
498,2699,254.30823,835.8036
498,2514,1695.0052,594.0126
498,2723,1816.9629,253.1962
498,2770,636.77185,727.667
498,2667,117.619,707.73706
499,2699,220.97766,877.3108
499,2770,636.4814,723.1209
499,2776,258.23337,725.9778
499,2540,1820.657,98.337845
499,1951,1701.4932,760.5177
499,2741,630.66614,1016.0746
499,2755,1073.6201,984.3609
499,2762,1343.0488,555.8923
500,2699,223.41704,855.1519
500,2778,1231.3296,869.73047
500,2780,162.3508,1035.6953
500,2540,1825.5471,77.68673
500,1951,1697.8477,749.6196
500,2741,645.4622,1017.76843
500,2755,1062.7959,984.76843
500,2762,1347.004,531.8659
501,2699,231.54463,853.0489
501,2778,1242.0625,850.5833
501,1951,1698.6067,745.53076
501,2741,605.7992,1018.11536
501,2755,1067.7703,982.1079
501,2762,1351.3528,520.4465
501,2790,1647.1682,289.19583
501,2791,861.3744,1016.91943
501,2723,1809.7163,231.54044
502,2699,240.61841,873.1223
502,2741,607.29584,1020.0741
502,2791,890.4681,1023.08887
502,2514,1690.4476,586.6356
503,2699,219.87576,852.3803
503,2791,901.12524,1034.8577
503,2807,1142.4432,247.01717
503,2514,1689.3855,590.85315
503,2693,1067.7721,997.5821
503,2710,1321.4153,996.46155
504,2699,238.24675,856.9048
504,2807,1148.7012,256.2412
504,2514,1694.8335,606.78064
504,2755,1054.4647,1012.40173
504,2741,620.10034,1022.2647
505,2699,246.69113,852.9907
505,2514,1689.1736,596.7754
505,2819,709.77057,713.4035
505,2755,1050.5399,1003.56213
505,2791,918.91406,1027.6067
506,2699,251.50389,853.931
506,2514,1694.7844,590.834
506,2819,715.67505,719.72815
506,2828,752.57556,899.6295
506,2791,932.3098,1023.0092
507,2699,222.31363,814.526
507,2514,1688.1877,590.23865
507,2819,720.9845,725.8888
507,2833,134.07864,786.7392
507,2737,1185.2078,754.03485
507,2780,128.96507,1019.71216
508,2699,249.205,839.60004
508,2514,1692.7007,581.28723
508,2833,136.84149,772.75275
508,2838,1069.353,953.70215
508,2723,1832.7797,227.62016
508,2828,756.5272,878.3158
509,2699,234.72528,814.8567
509,2514,1693.7571,584.95325
509,2838,1071.5327,950.57947
509,2846,746.3218,676.82837
509,2852,943.2776,477.74783
509,2723,1833.9543,219.64713
509,2828,760.85315,867.4844
509,2780,184.4078,1026.1792
510,2699,235.98134,834.34064
510,2514,1693.908,608.297
510,2852,940.1029,477.5294
510,2828,768.4015,863.82666
510,2791,991.11804,1009.32544
511,2699,243.53818,864.9095
511,2514,1693.4805,611.6779
511,2852,940.8057,475.271
511,2865,544.00287,611.12463
511,2868,399.53577,629.69214
511,2846,763.67163,667.4917
512,2699,252.46962,868.3922
512,2514,1690.5497,583.0188
512,2852,938.3455,473.4361
512,2865,551.97424,602.9734
512,2868,404.641,627.0718
512,2873,221.94534,653.65283
512,2875,404.30493,639.29987
512,2876,873.2248,700.1555
512,2846,765.9785,664.23047
512,2778,1252.5696,821.6963
513,2699,266.39484,850.792
513,2514,1697.5437,587.9752
513,2852,934.5574,474.68036
513,2873,207.9267,648.427
513,2876,884.63306,698.1739
513,2894,930.07385,997.30743
513,2778,1260.5574,794.964
513,2667,75.80118,664.3346
514,2699,244.89279,832.3148
514,2514,1700.3052,578.97986
514,2852,931.36426,475.1821
514,2873,205.22202,645.69775
514,2876,900.4385,681.01514
514,2894,929.059,997.8673
514,2898,1418.9515,679.2743
514,2667,75.621124,659.39307
514,2838,1097.682,943.3353
514,2780,169.0763,1036.5713
515,2699,260.7057,821.9718
515,2514,1703.6804,574.9759
515,2852,929.0431,478.0951
515,2876,911.7084,678.70886
515,2894,929.5917,1000.2313
515,2898,1421.427,700.53723
515,2838,1094.6211,938.8085
515,2710,1300.7649,977.82056
516,2699,250.17363,844.15967
516,2514,1706.8317,580.1293
516,2876,918.67444,684.4464
516,2894,940.1709,1007.229
516,2838,1104.1779,950.1039
516,2737,1219.7456,781.90564
517,2699,248.04825,833.45654
517,2514,1708.3892,580.39777
517,2876,930.2888,687.75073
517,2907,964.0938,558.8601
517,2737,1181.7937,789.56305
518,2699,250.19922,828.6646
518,2514,1702.3472,581.5839
518,2876,937.43384,684.9964
518,2907,971.71704,564.2174
518,2737,1205.7522,777.95996
518,2908,723.63245,952.7627
518,2894,962.7364,1021.0257
519,2699,247.99437,814.50757
519,2514,1702.8518,565.4805
519,2876,954.0679,684.20026
519,2907,982.25824,570.4354
519,2908,757.7165,946.27
519,2894,967.06824,1027.9429
520,2699,252.8865,815.59656
520,2514,1696.4727,574.60565
520,2876,963.7823,682.2972
520,2907,991.44714,569.49194
520,2908,753.42114,948.87897
520,2693,1044.9517,1008.1434
520,2710,1298.1467,991.9824
520,2737,1208.6683,765.9935
521,2514,1693.8508,575.282
521,2876,973.2561,681.47406
521,2907,1002.71216,573.1328
521,2908,749.11664,945.12585
521,2693,1028.3141,998.4845
521,2852,909.20166,483.12738
522,2514,1709.4507,583.10846
522,2876,987.5684,681.98816
522,2908,736.8047,941.11035
522,2919,860.90466,641.2129
522,2723,1844.6454,197.28818
522,2737,1199.7888,768.70026
523,2514,1712.7739,588.2496
523,2908,752.5738,936.57153
523,2919,866.61456,645.84644
523,2925,270.6419,621.1953
523,2928,866.9214,623.8034
524,2514,1706.7513,574.0551
524,2908,765.0781,931.7888
524,2919,884.0261,645.42444
524,2925,252.39746,613.0861
524,2928,884.7471,621.1644
524,2936,357.3473,853.05164
525,2514,1693.5165,579.0665
525,2908,758.5515,931.51587
525,2928,888.0386,623.209
525,2699,252.7214,843.2855
525,2723,1845.8367,200.73178
526,2514,1697.2905,576.5685
526,2908,768.0521,929.6188
526,2928,895.0239,621.88306
526,2699,242.83136,828.10657
526,2723,1847.6713,201.1836
526,2936,337.89542,810.7925
527,2514,1711.9408,587.58093
527,2908,764.99243,925.3652
527,2699,243.93568,812.4487
527,2723,1848.6149,210.96342
527,2943,208.30487,655.09375
527,2693,991.91095,986.84375
527,2919,903.4418,643.31836
528,2514,1713.3088,582.4483
528,2908,760.1627,920.9324
528,2699,212.43195,813.1786
528,2723,1848.0098,205.53885
528,2928,913.355,633.55457
529,2514,1708.5925,570.1508
529,2908,767.1854,920.1431
529,2723,1846.6299,194.9487
530,2514,1708.042,563.49713
530,2908,771.02527,912.8356
530,2737,1186.3455,782.52563
530,2919,924.00525,635.75305
530,2699,245.3339,821.7774
531,2514,1710.4443,571.19653
531,2908,770.58325,906.91504
531,2737,1175.4478,817.72
531,2919,916.04407,634.49585
531,2699,256.00854,807.9182
531,2780,101.61696,1041.1947
532,2514,1711.3995,571.418
532,2908,770.99585,904.2275
532,2919,906.57684,639.0702
532,2699,246.43727,811.0441
532,2710,1241.8564,1014.6814
533,2514,1711.9529,584.7042
533,2908,774.29456,908.8588
533,2699,240.58885,817.59705
534,2514,1696.7957,595.2431
534,2908,766.3667,920.0093
534,2699,243.60756,815.85425
534,2723,1837.8958,233.32056
534,2919,950.13965,631.593
534,2710,1224.7007,1001.58234
535,2514,1701.1484,587.451
535,2908,756.39246,929.6073
535,2699,244.89616,815.1493
535,2723,1847.1049,220.23347
535,2919,964.0598,630.56995
535,2710,1206.5817,998.1762
536,2514,1697.7959,591.8599
536,2699,236.86578,839.8552
536,2723,1846.5803,214.23102
536,2943,166.51926,648.40717
537,2514,1691.1577,591.8018
537,2699,231.03014,832.83484
537,2723,1849.0657,210.41272
538,2514,1690.0325,580.7807
538,2699,230.45714,832.3541
538,2876,1160.9269,648.23865
538,2928,995.8247,637.8556
538,2908,799.1458,913.00195
539,2514,1698.3904,570.46014
539,2699,230.01385,794.586
539,2876,1178.0333,642.68445
539,2928,1003.13354,643.6299
539,2908,799.225,907.1656
539,2868,455.38684,571.9075
539,2780,113.6965,1012.29456
540,2514,1704.986,661.5359
540,2699,228.3763,824.24774
540,2876,1191.4652,640.0515
540,2928,1029.7167,647.09326
540,2868,458.4811,584.62805
541,2514,1696.8522,601.08203
541,2699,232.95029,784.5061
541,2928,1030.3297,648.5706
541,2723,1851.5806,216.17651
542,2514,1721.0416,603.56726
542,2699,240.16142,822.0344
542,2928,1035.2805,656.29333
542,2723,1851.9077,221.762
542,2876,1222.0059,636.0882
543,2514,1723.427,594.85
543,2699,224.46329,798.39246
543,2723,1856.1991,218.53355
543,3031,965.2808,503.07974
543,3034,1036.6929,747.52783
544,2514,1727.7653,598.03253
544,2699,245.70569,758.6242
544,2723,1859.4927,211.8259
544,3034,1042.6898,747.2333
544,3040,1601.0369,429.7926
544,2737,1131.3452,866.3153
544,2919,1064.5032,618.9449
545,2514,1739.0421,602.31244
545,2723,1856.4387,212.60399
545,3034,1057.8113,748.1968
545,3040,1580.1729,413.93802
545,3048,76.38455,999.51416
545,2737,1122.0453,867.5188
545,2868,467.43628,578.0441
545,2928,1045.1605,663.426
546,2514,1703.8982,601.1281
546,3034,1081.6985,750.2278
546,3048,69.675674,1013.411
546,2737,1124.6802,852.4906
546,3055,868.4061,915.26025
546,2699,281.4484,766.35144
547,2514,1704.7787,589.9291
547,3048,78.03679,1012.69104
547,2737,1131.6478,851.41565
547,3059,216.74995,1007.6896
547,3062,1098.9398,1033.9076
547,2699,268.0026,766.52106
547,2868,473.5924,570.3496
548,2514,1732.1145,596.61694
548,2737,1125.8374,855.2218
548,3062,1101.3505,1031.0204
548,2699,258.11777,792.1676
548,2943,148.44804,638.1727
548,2723,1848.6865,205.98235
548,3034,1085.2383,757.6174
548,3055,859.3402,925.2623
549,2514,1721.6451,590.6357
549,2699,255.55553,794.97943
549,3072,1196.1606,714.20776
549,2928,1067.2336,667.20233
550,2514,1716.4398,583.4198
550,2699,261.25308,802.9259
550,3072,1197.9185,723.73413
550,3078,313.9973,144.29126
550,3081,1320.8457,723.8446
550,2928,1070.4781,679.51074
550,3048,72.16083,1016.0502
550,3055,853.9278,937.9995
551,2514,1721.9907,587.93945
551,2699,253.12445,816.85266
551,3072,1202.3219,729.8692
551,2928,1073.6403,690.3168
551,3055,849.7641,940.26636
551,3062,1068.9117,1019.08466
552,2514,1709.987,589.312
552,2699,243.37866,848.8032
552,3072,1217.3036,730.6987
552,2928,1087.005,698.2576
552,3055,849.0838,941.1874
552,2723,1857.4757,204.49377
552,3078,306.24643,150.9613
553,2514,1703.987,589.29803
553,3072,1229.0066,739.07544
553,2928,1096.3936,702.6396
553,3055,849.2668,941.07166
553,2723,1857.0682,210.25941
554,2514,1703.4335,600.35974
554,3072,1229.9226,746.28345
554,2928,1101.286,706.1845
554,3055,850.5492,939.9369
554,2699,258.78748,800.12146
554,3078,308.66608,160.87355
555,2514,1700.5555,606.2595
555,3072,1242.2617,758.4418
555,2928,1109.8663,704.8978
555,3055,852.266,947.5261
555,2699,233.8487,879.9894
556,2514,1695.947,604.9121
556,3072,1253.1638,777.1494
556,2928,1120.4961,717.63513
556,2699,210.36307,934.1107
556,3114,986.2904,552.30566
557,2514,1709.0945,609.69806
557,3072,1257.2042,786.9573
557,2928,1125.4657,730.0006
557,2699,204.70355,949.5303
557,3114,980.443,559.22107
557,3123,488.13403,798.5051
557,3127,930.831,1049.7751
557,2737,1129.9592,899.24725
557,2723,1856.2416,234.16733
557,3055,851.3648,978.2355
558,2514,1712.1123,607.9883
558,3072,1261.395,799.58923
558,2928,1128.2341,739.791
558,2699,230.52759,888.7005
558,3114,977.0645,565.82544
558,3123,494.4488,809.1952
558,3134,1143.325,1011.0487
558,2723,1855.2057,235.74258
559,2514,1710.9247,606.5969
559,3072,1267.8655,802.95764
559,2928,1131.4211,751.5606
559,2699,250.04762,864.14685
559,3114,970.56287,571.59186
559,3123,506.0865,822.81445
559,3134,1150.4814,1009.2637
559,2723,1846.2078,256.38824
560,2514,1715.3812,567.95276
560,3072,1279.0897,805.20435
560,2928,1134.6536,760.067
560,2699,251.26266,864.4651
560,3114,972.0862,575.0939
560,3123,512.2881,838.3218
560,2723,1846.7036,246.58542
560,3143,1714.1804,462.77762
560,3144,1288.5022,809.4342
560,3147,95.59477,693.3522
561,2514,1722.2041,607.9746
561,3072,1293.3313,811.94257
561,2928,1142.7512,754.53613
561,2699,237.78952,842.3142
561,3114,975.4084,571.86804
561,3123,514.6854,846.20557
561,2737,1122.6907,945.65356
561,3055,879.1941,1019.4833
562,2514,1725.49,587.0742
562,3072,1307.1914,817.8259
562,2928,1154.4055,769.92456
562,2699,231.35011,828.60925
562,3114,976.99,568.96204
562,3123,518.26843,860.9198
562,3160,733.68365,701.03516
562,3055,876.641,1024.3677
562,3059,159.53978,1030.7086
563,2514,1724.4319,552.90393
563,3072,1319.3334,826.30383
563,2928,1161.5239,777.9382
563,2699,234.0056,847.02844
563,3114,982.6859,584.0759
563,3123,538.851,869.933
563,3160,747.8251,705.3031
563,3055,873.80066,1027.1619
564,2514,1723.9,580.18677
564,3072,1324.8129,836.98303
564,2928,1161.6648,784.9295
564,2699,233.18134,837.33704
564,3114,978.8176,595.58765
564,3123,563.30597,871.95984
564,2737,1161.1617,936.59827
565,2514,1730.2621,589.704
565,3072,1339.2346,850.3303
565,2928,1167.199,812.15576
565,2699,277.015,827.91614
565,3114,971.30725,600.619
565,3123,573.79736,885.2274
565,3179,1199.1089,1019.3384
565,2723,1862.3733,269.48212
565,3059,169.87965,1031.0385
566,2514,1729.9493,585.35
566,3072,1347.468,857.2959
566,2928,1164.5602,839.5453
566,2699,274.552,872.08014
566,3114,963.0542,606.08606
566,3123,571.5051,890.34265
566,3180,1646.7358,891.5761
567,3072,1346.48,862.67377
567,2928,1157.4923,843.547
567,2699,260.02045,876.85486
567,3114,955.86285,607.63763
567,3123,573.13086,897.0496
567,3180,1632.8257,917.94055
567,3143,1717.2369,489.09726
567,3147,94.92581,723.80286
568,3072,1346.9786,865.9757
568,2928,1157.6763,835.054
568,2699,271.71832,881.56506
568,3114,952.90576,602.2264
568,3123,587.3591,905.6296
568,3143,1717.5464,479.97308
568,3055,848.13306,1033.8147
569,2928,1162.783,850.68884
569,2699,266.23425,877.0101
569,3114,950.07153,605.11206
569,3123,592.55444,912.6427
569,3202,1149.1768,1027.5781
569,3204,811.9195,732.0713
569,2514,1726.1013,585.3799
570,2928,1161.1831,845.9558
570,2699,268.1641,869.70435
570,3114,947.1083,616.1716
570,3123,601.4072,915.5409
570,3204,821.1169,743.7577
570,2514,1728.6802,553.5879
570,3072,1357.8838,878.8735
570,3055,854.6349,1033.5276
571,2699,268.08313,875.25586
571,3114,947.74036,625.7329
571,3123,616.19604,930.49084
571,2514,1729.6946,576.2713
571,3215,569.943,710.99335
571,3072,1363.1611,883.0052
571,2723,1858.1531,263.31366
572,2699,269.36533,888.3045
572,3123,635.65,946.46655
572,2514,1719.1462,598.05835
572,3221,1143.7148,773.6819
573,2699,269.35724,922.292
573,3123,650.7916,962.62683
573,3227,1182.5869,288.76215
573,2868,486.81506,503.76767
573,3143,1715.2039,473.68604
573,3055,850.9585,1033.4749
573,3072,1398.5549,895.6781
574,2699,265.36548,902.7185
574,3123,668.2622,981.78845
574,3237,1248.7101,894.83185
574,3240,895.52234,780.9221
574,2514,1717.512,592.3302
574,3221,1148.2695,777.1072
575,2699,260.45334,894.7677
575,3123,682.13513,995.39996
575,3237,1252.4426,893.1518
575,3240,914.4419,786.4148
575,3143,1721.0012,481.86902
575,3072,1434.4209,913.7302
576,2699,258.33548,888.90576
576,3123,693.20105,1002.10065
576,3237,1247.2543,894.25146
576,3240,922.275,788.1576
576,2514,1721.8335,590.8025
577,2699,258.58423,882.0749
577,3123,697.47974,991.1612
577,3237,1240.7358,898.42834
577,3240,917.94116,785.9163
577,3256,1253.7368,1038.1353
577,2514,1733.1073,620.87164
577,2737,1158.3013,980.11255
577,3227,1194.8889,293.8907
577,3055,855.3175,1020.8645
577,3072,1457.356,932.0144
578,2699,251.88054,871.84314
578,3123,692.33124,1000.53735
578,3237,1232.5325,907.4512
578,3240,925.635,791.12024
578,3227,1197.6102,294.8472
578,3055,844.8512,1016.8082
578,3072,1456.0745,934.442
579,2699,255.06729,886.4154
579,3123,694.1587,1012.5416
579,3237,1230.0809,920.6693
579,3240,938.423,797.0332
579,3227,1199.3115,303.16412
579,3055,847.7728,1016.6061
579,3267,933.56793,801.19934
579,2514,1737.1874,635.2461
580,2699,248.81152,873.5171
580,3123,696.2252,1021.6956
580,3055,846.777,1019.0329
580,3267,940.4984,811.2755
580,2514,1739.5012,638.4333
580,3202,1085.6926,1019.1011
580,3143,1743.1819,498.55902
580,3256,1274.3113,1046.8431
581,2699,258.0977,858.49817
581,3123,704.49304,1029.4689
581,3055,852.3617,1024.756
581,3267,961.30835,822.3888
581,2514,1745.183,644.4786
581,3289,1279.6553,185.67014
582,2699,272.66342,852.49554
582,3123,709.20325,1033.7545
582,3267,970.8647,828.95496
582,2514,1749.4907,635.21704
582,3289,1298.9928,186.4608
582,3059,197.10281,1040.8442
582,3202,1010.1958,1029.4293
583,2699,263.8538,860.1565
583,3123,712.9644,1041.1128
583,3267,991.40674,835.1963
583,2514,1762.4088,758.366
583,3289,1283.2147,185.80147
583,3295,1246.586,978.4769
583,3297,1474.8668,1011.31995
583,3300,1496.3844,662.08594
583,3143,1757.7771,391.29025
583,3055,858.3867,1036.7987
584,2699,249.42783,864.84937
584,3267,992.793,833.13385
584,2514,1761.7826,781.22156
584,3289,1310.3013,186.47504
584,3295,1233.2427,992.47205
584,3297,1478.1547,1010.31055
584,3300,1492.9474,635.5378
584,3143,1754.354,343.23004
584,3240,995.07916,814.4624
