Frame,Fish_ID,X_center,Y_center
40,191,1280.0739,626.9972
40,14,655.59094,93.90168
40,50,911.6481,110.73821
40,183,1656.2356,823.812
41,104,371.19406,176.2221
41,68,1123.0728,77.35873
41,190,1712.5254,266.1351
41,191,1281.1576,625.80255
41,50,911.8569,110.339516
41,112,1491.1844,98.15657
41,4,1511.5972,314.2118
42,104,368.40967,176.11392
42,68,1106.0405,77.60996
42,190,1703.1172,217.38002
42,191,1283.1238,626.31195
42,60,1819.1135,937.8331
42,59,1702.0261,599.8609
42,5,1848.0808,462.1859
43,104,366.43924,154.99092
43,68,1116.3378,72.08978
43,190,1702.7617,182.37534
43,191,1281.6354,623.8396
43,5,1844.2844,453.2032
43,87,1880.1118,982.0175
43,107,1705.041,746.93176
43,14,647.17413,90.98132
43,50,911.88916,107.55302
44,104,359.3767,170.56032
44,68,1097.4655,71.19797
44,190,1710.3295,176.16016
44,5,1840.7312,443.1112
44,107,1708.4684,742.6685
44,60,1807.081,940.8871
44,59,1702.3577,570.15027
45,104,351.48474,173.46655
45,190,1722.6128,166.18242
45,5,1841.8196,453.51788
45,60,1797.7894,942.2906
45,59,1714.6511,565.22864
46,104,361.5485,169.29308
46,190,1729.1909,166.97002
46,5,1839.7234,448.43408
46,60,1793.6672,940.334
46,59,1711.6658,551.1591
46,198,1603.0381,666.47095
46,2,819.4326,275.36124
46,183,1630.0417,791.0056
47,104,368.60565,170.35075
47,190,1737.4705,319.4429
47,60,1794.1282,922.6658
47,233,109.42138,24.865328
47,2,821.47766,262.43228
47,68,1110.9308,62.808952
48,104,376.4614,172.84908
48,190,1740.8865,364.97983
48,60,1793.3916,931.7793
48,233,108.52071,25.22946
48,2,826.4066,258.58878
48,68,1108.4717,62.473297
48,7,623.6664,237.81158
49,104,374.05444,153.85121
49,60,1792.3845,939.36414
49,68,1110.8376,61.77096
49,148,371.27847,1003.2461
49,5,1853.0297,466.95
50,104,376.14655,148.94324
50,247,901.7114,968.4005
50,5,1848.472,466.08502
50,190,1721.3678,393.406
50,2,837.94366,251.48865
51,190,1727.1716,399.58844
51,60,1796.0042,952.7186
51,68,1109.6108,66.64667
52,60,1801.1748,940.89014
52,68,1109.6361,67.344765
52,59,1709.3948,530.00977
52,183,1635.7952,797.454
52,5,1843.5311,451.3158
53,60,1801.6877,936.9918
53,68,1091.1924,73.29935
53,183,1618.9111,795.19543
53,5,1842.6907,435.28815
53,198,1599.9053,659.8811
53,233,110.438,26.53694
53,104,380.92465,172.1557
53,2,824.66016,259.11432
53,190,1724.9336,409.17865
54,60,1800.5688,933.8174
54,68,1075.9583,68.55865
54,5,1841.4951,436.45624
54,198,1603.7439,659.8994
54,104,378.86072,177.63876
54,2,822.7499,264.65314
54,190,1717.1809,410.92856
54,7,612.90955,251.58998
55,60,1797.453,932.0654
55,68,1064.7507,68.2258
55,5,1845.7053,462.9207
55,104,370.35376,154.2972
55,2,823.3502,270.98578
55,59,1707.6292,556.8532
55,183,1636.9792,795.71313
56,60,1790.6213,939.78516
56,5,1849.1365,474.68817
56,2,823.635,282.045
56,274,1703.7559,178.7432
56,59,1705.1504,575.4803
56,107,1705.9927,742.5947
57,60,1781.9615,943.09326
57,5,1849.334,485.4984
57,274,1701.4562,184.78264
57,59,1714.3328,567.376
57,279,1304.301,174.93219
57,107,1703.0452,741.17914
57,233,113.18132,29.067635
57,68,1063.6506,67.467354
57,104,361.2962,157.50226
58,60,1774.4434,941.1697
58,5,1850.2092,474.33618
58,274,1697.338,186.83774
58,59,1702.4419,567.2939
58,279,1313.0969,177.2747
58,107,1700.2361,731.24316
58,233,111.415344,28.162561
58,68,1056.1078,73.0042
58,104,356.469,150.54013
59,60,1779.595,939.0116
59,5,1851.2798,471.7096
59,274,1696.9753,188.35529
59,59,1701.9125,571.6459
59,107,1698.6425,724.3456
59,233,113.107544,27.38703
59,68,1054.7834,73.04212
59,104,357.45743,160.59871
59,283,752.4618,86.13711
60,60,1770.5844,936.41516
60,5,1848.3782,466.05676
60,274,1704.0168,188.64859
60,59,1703.8545,575.3215
60,107,1702.3772,724.89343
60,233,116.94497,26.317335
60,68,1061.0435,64.09965
60,104,363.0687,160.61119
60,286,1295.0854,992.5033
60,288,1567.0559,675.64
60,2,826.7139,275.67758
61,60,1780.8914,943.6312
61,5,1852.1097,475.05963
61,274,1716.9414,192.15297
61,59,1711.0264,568.33716
61,68,1062.5295,65.16544
61,104,358.45984,165.10995
61,288,1575.5713,667.2209
62,60,1786.601,951.8109
62,5,1849.4736,459.78577
62,274,1714.759,180.09335
62,59,1711.0085,563.0535
62,68,1057.9215,79.23197
62,104,368.30295,172.25099
62,288,1573.8499,664.24365
62,286,1289.9401,1005.1651
63,60,1788.8424,951.32336
63,59,1706.9946,454.21576
63,68,1054.0149,84.33837
63,104,367.09998,169.05981
63,288,1569.2764,661.6765
63,286,1287.5557,1006.66034
64,60,1782.1108,935.5976
64,59,1702.4269,499.3448
64,68,1052.0828,82.48123
64,104,366.41934,164.85556
64,286,1303.6436,1005.99725
64,107,1697.8896,716.0801
64,5,1847.9788,452.19836
64,274,1704.6195,164.09781
65,60,1786.0157,943.3385
65,59,1704.1167,527.4482
65,68,1049.5032,82.922935
65,104,360.77777,158.7932
65,295,952.917,97.207886
65,5,1844.876,447.37845
65,274,1707.0967,176.77704
65,279,1319.8662,177.12764
65,233,107.59282,25.197058
65,288,1565.2043,653.9912
66,59,1703.702,530.2007
66,68,1051.8013,76.413445
66,104,355.6335,164.60268
66,295,951.4469,94.74813
66,5,1842.5958,438.33798
66,274,1706.5713,164.44382
66,233,108.627396,24.267174
66,283,691.0575,91.86687
67,59,1704.9148,539.7715
67,68,1051.062,77.90894
67,104,353.07828,163.01437
67,295,950.6322,92.83056
67,5,1843.261,438.4603
67,274,1707.1223,173.4334
67,233,108.876045,25.664145
67,283,713.3993,90.374664
67,279,1317.2085,174.27946
68,68,1050.0554,77.34191
68,104,335.5069,121.55846
68,283,724.77124,90.92864
68,60,1791.1057,947.471
69,68,1050.78,75.042984
69,283,737.55524,91.09018
69,112,1486.0729,87.176956
69,183,1691.2373,812.4392
69,295,947.2008,91.28382
69,274,1707.1759,249.0262
70,68,1050.9132,76.29211
70,283,737.0469,91.49711
70,309,1702.4243,265.57635
70,112,1487.5007,90.1878
70,183,1656.2124,802.9514
70,274,1694.0334,261.4032
71,68,1050.1709,75.6699
71,283,725.53345,91.24092
71,309,1691.7998,206.76753
71,59,1690.8596,570.80707
71,5,1846.2653,466.48743
71,279,1296.5569,177.35036
71,104,345.28162,152.56169
71,60,1794.6581,938.2063
72,68,1050.506,79.47751
72,283,696.47516,95.02064
72,279,1297.6641,179.86491
72,104,346.12036,164.54901
72,295,947.3606,93.54408
72,183,1663.6892,814.1288
72,274,1711.45,264.5576
73,104,355.3953,172.71202
73,333,1712.7344,262.83533
73,183,1641.6176,810.39124
73,274,1704.8694,266.51285
74,104,351.64273,178.47327
74,183,1654.9963,809.27936
74,233,103.562,27.922907
74,309,1678.5554,163.16231
74,5,1847.6757,460.4695
75,104,342.77756,177.01015
75,183,1637.3088,811.0692
75,338,1723.1063,416.6493
75,341,1362.3704,33.05571
75,233,101.36519,26.645582
75,5,1847.7728,429.84796
75,190,1705.6326,816.25696
75,60,1792.4747,943.2273
75,333,1721.0317,173.70084
76,104,357.88156,172.05273
76,233,106.46421,24.870865
76,5,1846.8411,440.19702
76,60,1796.2728,945.3505
76,333,1722.5947,172.34657
76,59,1705.2543,583.01025
76,68,1048.8348,75.23884
76,279,1310.3972,176.85323
77,104,366.69937,163.19182
77,233,110.735855,24.756582
77,60,1795.112,944.869
77,333,1718.436,234.27808
77,350,705.1121,692.6458
77,59,1711.7375,652.7149
77,279,1310.9214,177.03522
77,183,1609.6353,811.9551
78,104,368.0335,159.02585
78,233,114.09944,23.476856
78,60,1798.0525,943.90735
78,333,1711.4384,363.24146
78,350,702.96313,690.8884
78,295,955.839,91.853935
78,68,1054.9092,76.87959
79,104,368.92477,143.37196
79,233,114.944824,23.247541
79,60,1797.041,945.7623
79,5,1849.5715,468.6402
79,59,1736.6162,592.5217
80,104,370.39438,147.23552
80,233,114.963524,23.163664
80,60,1795.3916,947.75024
80,361,1712.2295,194.96938
80,5,1846.4329,456.92584
80,59,1718.3853,578.775
80,288,1580.5289,664.3179
81,104,372.40833,149.29564
81,60,1791.7776,948.9292
81,361,1714.873,182.12788
81,5,1845.2065,454.286
81,59,1709.1306,576.4647
81,367,1853.5234,682.4037
81,369,854.6423,847.7814
81,288,1580.538,663.99084
81,341,1340.136,31.089502
82,104,377.0023,153.68875
82,60,1786.3257,943.74756
82,361,1718.2115,166.64261
82,5,1847.7227,439.586
82,288,1577.481,677.4646
82,338,1723.2571,427.25323
82,279,1323.7642,156.45703
82,350,698.81744,686.33057
82,295,951.49896,88.46998
82,68,1056.9982,66.49977
83,104,379.15198,155.36227
83,60,1786.0396,947.9579
83,361,1719.3612,162.92525
83,5,1845.0239,439.09235
83,279,1313.6519,163.41881
83,350,669.89,683.2356
83,295,951.00806,89.11973
83,68,1063.2295,65.24374
83,59,1713.8705,577.626
84,104,379.36795,155.76996
84,60,1793.4048,944.6045
84,361,1721.5612,162.2181
84,5,1842.1887,436.35846
84,279,1303.7327,163.54675
84,350,686.56665,681.67944
84,295,947.8645,83.25094
84,68,1057.4128,64.7444
84,59,1714.4077,579.79095
85,104,378.56653,156.11246
85,361,1721.8552,160.62247
85,5,1841.4348,438.8402
85,279,1315.0569,165.15967
85,59,1715.0405,578.87805
86,104,379.60352,156.23302
86,361,1721.8823,158.02815
86,5,1843.2263,442.8688
86,279,1319.924,165.95596
86,59,1706.2686,572.406
86,60,1786.7051,952.9414
87,104,373.08945,155.97913
87,361,1720.2443,150.30424
87,5,1843.9827,448.02307
87,279,1316.8801,166.6819
87,59,1704.3575,575.7089
87,60,1788.7996,949.0526
87,288,1574.4719,674.334
87,350,684.9794,679.06396
88,104,375.16168,155.45242
88,361,1713.907,164.91458
88,5,1842.2909,447.0185
88,59,1698.4341,565.1631
88,60,1787.0363,938.6913
88,350,680.88916,682.66504
89,104,377.39297,157.53133
89,361,1714.4137,219.01341
89,183,1687.7129,802.46765
90,361,1713.6932,208.62277
90,390,846.8586,1023.3363
90,341,1331.922,33.892937
90,288,1582.3057,677.07947
90,5,1845.5403,469.04132
90,59,1690.4502,555.8909
91,361,1713.2137,334.72003
91,5,1841.6279,476.26135
91,274,1692.699,392.68646
91,60,1777.9594,914.9846
91,104,364.98245,158.68127
92,405,254.09286,1029.8677
93,405,257.45575,1028.4059
93,361,1697.6191,380.84003
93,274,1722.6534,393.04526
93,104,347.39316,145.03378
94,104,355.42685,153.36685
94,68,1064.4653,51.59098
94,183,1655.1968,794.87396
95,361,1709.0178,397.57504
96,423,1523.27,291.88266
96,104,341.17755,145.36504
96,183,1662.8574,786.4067
97,423,1518.0277,303.94397
97,424,1715.4181,248.43387
97,104,347.55774,151.23715
97,183,1680.571,791.9562
97,68,1084.0983,49.73762
98,423,1520.2808,298.29242
98,424,1711.5492,251.68552
98,104,352.61136,153.33041
98,183,1680.7295,794.70337
98,432,1083.16,1023.60455
98,68,1073.6178,52.63718
99,423,1522.4614,294.23267
99,424,1712.0864,252.39922
99,104,355.36914,157.46532
99,183,1655.0952,785.9148
100,424,1709.7178,247.4671
100,104,354.34958,162.42477
100,183,1638.6682,789.53204
100,68,1075.0732,52.21504
101,424,1712.3928,360.1239
101,104,350.8746,160.52979
101,183,1596.9396,788.47546
101,68,1079.7938,63.07086
102,104,350.16794,159.2769
102,405,308.9132,1015.4398
103,104,346.5085,157.43878
103,405,331.39584,1014.6168
103,423,1523.1702,300.85468
104,104,344.29108,154.98613
104,405,341.99744,1013.17725
104,451,746.1349,84.9465
104,452,762.77734,1038.1995
104,423,1522.1587,301.7276
104,424,1709.6681,297.0819
104,183,1628.487,770.24097
104,68,1081.6633,53.382298
105,104,336.1263,152.251
105,405,349.74445,1012.55927
105,451,756.0553,84.000496
105,452,763.552,1039.3108
105,183,1646.0054,759.0792
105,68,1083.5245,51.960625
106,104,342.34344,159.03143
106,451,754.49854,81.37215
106,452,764.1725,1038.5544
106,423,1522.6389,307.62994
107,104,348.86163,163.48671
107,451,741.39935,82.23004
107,452,763.0481,1040.0903
107,423,1523.9233,299.72342
107,183,1662.0842,766.4227
108,104,352.73132,165.82294
108,451,719.86316,82.7174
108,183,1645.7959,774.9297
108,424,1701.7686,245.59889
108,68,1090.933,54.051533
109,104,352.52573,167.52483
109,451,723.89087,81.736046
109,183,1642.0358,751.0819
109,477,1374.4021,952.5464
109,424,1699.2142,240.40666
110,104,352.45758,169.49467
110,451,733.39966,81.71859
110,183,1641.1506,763.115
110,424,1704.7405,238.85658
110,488,1870.7819,981.5536
110,68,1080.416,57.561226
111,104,355.05444,165.12592
111,451,727.4973,83.04152
111,183,1641.0698,781.39307
111,424,1724.8245,271.9459
111,488,1866.6082,950.24023
112,451,743.19946,82.949425
112,183,1650.3662,793.725
112,424,1713.3154,253.983
112,502,1310.1903,982.87646
112,503,1528.2886,981.67737
112,505,368.53064,901.7799
112,423,1520.9448,291.78195
113,451,736.66394,82.039696
113,424,1714.5231,271.23093
113,505,364.61554,901.1741
113,423,1521.6145,296.50208
113,68,1085.0713,51.733974
113,104,348.34366,162.26677
114,451,737.2348,81.776146
114,514,69.75518,948.28516
114,104,351.3501,141.0439
114,502,1278.6931,973.22424
115,514,66.416824,953.76843
115,104,352.03375,144.50813
115,502,1276.186,976.8667
115,183,1652.9056,763.87
115,424,1711.4331,261.0945
115,505,354.3004,884.4127
115,423,1521.5295,289.00983
115,68,1083.6572,50.026627
116,104,355.73492,134.88716
116,183,1658.9231,781.67474
116,423,1514.6731,288.67422
116,451,730.5322,77.797646
117,104,354.7627,129.35913
117,183,1667.3171,778.8275
118,535,270.22418,1020.23346
118,424,1701.1223,341.9014
118,505,350.01807,894.4236
119,424,1710.6951,369.52087
119,451,771.9048,68.46986
119,104,343.993,120.868286
120,424,1716.9436,387.8308
120,451,799.6951,60.007698
120,104,350.23975,119.79628
120,68,1095.1929,31.44271
121,424,1727.7515,378.2442
121,451,832.8589,56.566807
121,104,360.9625,110.16464
121,553,1804.367,894.15845
121,503,1456.2642,988.78613
121,535,254.4726,988.29626
122,424,1725.3455,368.27774
122,451,844.5387,56.224155
122,104,366.8496,96.67885
122,503,1456.7498,971.6504
122,535,244.6468,988.105
122,60,1757.8301,868.99945
123,424,1725.2931,348.19052
123,104,379.0412,96.79878
123,569,1757.1692,946.3642
124,535,253.29292,968.5484
125,432,1105.9646,1006.3921
125,502,1272.1252,993.3133
125,503,1486.0249,984.6299
126,432,1118.6489,1002.4747
126,502,1285.5767,996.8488
126,503,1427.7085,992.72015
126,424,1771.8833,328.19196
127,424,1744.8279,348.62186
127,553,1811.447,924.7731
127,569,1723.2903,921.7076
127,535,284.5875,943.47046
128,432,1119.6301,984.17554
129,600,1245.368,335.60474
129,502,1290.5437,1012.0218
129,503,1481.0669,964.35815
129,535,310.50488,922.63525
130,183,1655.1721,726.5572
131,610,1241.6611,539.75397
131,183,1669.554,735.35236
131,600,1275.2749,316.37585
132,183,1667.5181,718.5139
132,600,1272.6833,300.59113
132,424,1818.7976,323.4154
133,600,1275.903,288.38907
133,622,214.47664,932.2571
133,424,1820.4104,312.65543
134,600,1261.3499,282.67957
134,622,231.27458,946.41376
134,183,1668.4861,713.86273
135,600,1275.8452,278.27185
135,622,226.95573,945.745
135,628,1876.0044,161.73158
135,183,1668.0908,695.3761
136,622,235.07007,941.04694
136,628,1879.7954,166.25098
136,183,1669.9354,691.26685
136,634,1388.277,1047.0918
137,622,239.05899,944.9641
137,183,1688.1028,696.8697
137,634,1398.5913,1044.7589
137,639,828.8518,1000.21313
137,600,1290.5789,273.14005
138,622,242.02284,933.04846
138,183,1679.8234,717.58453
138,634,1405.669,1042.1147
138,645,857.38135,887.95465
138,647,1234.5327,1007.3618
138,600,1298.4563,271.6283
139,622,249.39525,918.3816
139,183,1682.9578,646.09155
139,634,1411.0189,1033.7128
139,600,1310.9407,262.86713
139,650,1143.1799,842.37744
139,639,840.0898,987.9619
140,622,256.18817,916.63776
140,183,1693.5242,669.8618
140,634,1416.5991,1030.3236
140,600,1319.3251,250.7804
140,639,841.41815,980.8605
141,622,257.63312,914.97595
141,183,1683.6611,630.9344
141,634,1422.4008,1024.2393
141,600,1328.8271,239.09102
141,639,844.61774,964.7699
141,665,696.444,1015.58026
141,647,1230.6434,993.79614
142,622,262.7591,904.5105
142,183,1684.0701,615.4745
142,634,1414.197,1019.1787
142,600,1318.9688,231.48741
142,647,1222.9451,1006.6511
142,650,1157.169,792.7954
143,622,248.40942,903.0707
143,183,1666.479,565.96875
143,634,1426.9202,1014.48596
143,600,1324.4541,228.57773
143,686,702.45776,858.52704
143,650,1160.3824,780.82935
143,553,1766.6548,982.6382
144,622,259.99356,898.87054
144,183,1699.6656,537.05536
144,634,1430.4868,1006.8584
144,600,1337.5388,220.97485
144,686,692.4512,850.77905
144,650,1169.9255,766.45013
144,60,1718.567,938.33374
145,622,248.0075,884.68396
145,183,1702.017,535.5864
145,634,1434.1025,998.74524
145,686,683.0851,846.0856
145,645,858.6481,848.40137
146,622,253.17523,876.0685
146,183,1715.8042,504.82596
146,634,1434.6198,988.8423
146,701,1625.6482,998.1621
146,702,470.12885,936.00446
146,645,859.06006,832.14734
146,647,1235.6252,1004.7462
146,600,1355.7972,198.3823
147,622,271.74698,867.847
147,183,1712.9058,535.6216
147,634,1448.039,996.6643
147,701,1636.9453,1003.4967
147,645,856.87396,814.8439
147,707,702.4227,945.6255
147,647,1242.2422,999.72424
147,600,1381.6276,187.57655
148,622,268.41754,868.8992
148,183,1711.4966,536.1022
148,634,1455.7402,997.96466
148,645,854.10815,795.9772
148,647,1243.1276,987.6394
148,600,1384.8333,182.8554
148,715,997.6052,783.4607
148,569,1583.6465,742.90393
149,183,1699.9624,530.54767
149,634,1444.9102,988.29236
149,645,855.1757,771.5948
149,647,1247.5907,997.82025
149,600,1380.8962,180.20123
149,569,1600.5931,783.95087
150,183,1700.992,553.2731
150,634,1444.2109,971.83594
150,733,869.15063,858.02527
150,707,717.6437,907.8849
150,622,295.32437,848.3458
151,183,1699.6658,542.0216
151,634,1443.1615,961.92584
151,733,874.7761,852.4181
151,741,865.90045,1037.4187
151,707,727.4301,895.9258
151,622,299.0741,842.14435
151,645,867.0216,742.87
152,183,1718.1572,536.8737
152,634,1448.163,956.2612
152,733,879.4463,837.41614
152,741,873.40356,1034.0587
152,758,383.81638,747.21515
152,645,865.51025,739.88446
152,60,1682.2378,960.5123
152,702,387.15787,995.5487
152,569,1645.8696,770.61566
153,183,1737.5765,596.99664
153,634,1446.4492,950.1073
153,733,887.4226,822.1136
153,741,879.7396,1028.0205
153,645,865.3779,733.7295
153,764,1119.7047,1031.3489
153,702,391.33594,990.4794
153,665,720.50824,988.2125
154,183,1744.2596,611.12317
154,634,1455.3684,942.727
154,733,890.90393,806.0177
154,741,882.6227,1022.3103
154,764,1114.8281,1030.338
154,702,407.09424,986.7167
154,769,1752.3848,260.0582
154,665,723.3854,981.0029
154,707,715.87317,890.4177
155,183,1739.4688,547.8978
155,634,1465.8439,936.45886
155,741,885.95905,1024.1113
155,702,415.5089,978.49194
155,665,733.1564,973.95154
155,645,871.8529,709.70825
156,183,1742.4685,544.52246
156,634,1474.9272,931.557
156,702,426.74835,960.7916
156,665,737.2425,968.55286
156,782,1312.4272,1032.723
156,733,900.0614,783.7704
157,183,1746.6982,547.03033
157,634,1491.3965,930.9144
157,702,436.219,956.7562
157,782,1316.1702,1031.0105
157,788,1865.0591,102.13681
157,791,140.89444,961.42175
157,733,905.92053,774.96295
157,741,889.49786,1012.43896
158,183,1749.5298,538.9204
158,634,1501.4712,930.66956
158,702,451.83954,931.157
158,788,1864.4004,114.381065
158,791,166.63225,939.229
158,794,699.1825,906.7738
158,741,893.8945,1011.7392
158,569,1627.377,740.3992
159,183,1751.417,545.1208
159,634,1512.1062,926.8627
